"Time","y","x_dfy","x_infl","x_svar","x_tms","x_tbl","x_dfr","x_dp","x_ltr","x_ep","x_bmr","x_ntis"
199501,0.0487623956602352,0.0064,0,0.000704923,0.0239,0.056,-0.000400000000000001,-3.55169675665691,0.0161,-2.70863826345376,0.2915683,0.016594293
199502,0.0600783839003107,0.00620000000000001,0.004008016,0.000289377,0.0209,0.0571,-0.0017,-3.57568439693221,0.0273,-2.71160653650499,0.290853734,0.01509337
199503,0.0497612729580535,0.00589999999999999,0.003992016,0.000472414,0.0181,0.0577,0.000199999999999999,-3.6111231081963,0.0287,-2.7264586141607,0.278730036,0.014532095
199504,0.0499998176630379,0.0058,0.003313453,0.000484306,0.0182,0.0573,0.000399999999999999,-3.63808557542042,0.0091,-2.73324972252103,0.313876542,0.014388598
199505,0.0567607848393194,0.0057,0.00330251,0.00025692,0.018,0.0565,0.000600000000000003,-3.6608370288137,0.0169,-2.74175581295189,0.301994701,0.013012407
199506,0.0416383445971082,0.0055,0.001974984,0.001011442,0.011,0.0567,-0.0159,-3.69171060464782,0.079,-2.75871318088865,0.292264254,0.010743778
199507,0.051943871689057,0.00600000000000001,0.001971091,0.000696764,0.0123,0.0547,-0.006,-3.70798695821797,0.0139,-2.7613986964743,0.286429618,0.008274919
199508,0.0190161309636427,0.0063,0,0.000773228,0.0149,0.0542,0.0067,-3.73394635151204,-0.0168,-2.78544545384858,0.277160367,0.00706112
199509,0.059966711285912,0.0062,0.002622951,0.00020673,0.0134,0.054,-0.0022,-3.72832458199569,0.0236,-2.77794224514397,0.283046135,0.009121468
199510,0.013681674944662,0.00609999999999999,0.001962067,0.000381454,0.0135,0.0528,-0.0022,-3.76237292547756,0.0175,-2.81012505198815,0.272494998,0.006379353
199511,0.0604468005406033,0.0063,0.003263708,0.000487817,0.0113,0.0528,-0.0109,-3.75216453356549,0.0294,-2.8167611210379,0.274420245,0.012221252
199512,0.0353319966522352,0.00659999999999999,-0.000650618,0.000546163,0.0087,0.0536,-0.000699999999999999,-3.78720390184963,0.0249,-2.86875176905946,0.257168852,0.016870954
199601,0.0508831831567402,0.0067,-0.000651042,0.000820537,0.0089,0.0514,-0.0044,-3.79933467205816,0.0272,-2.89794995926964,0.255026383,0.015526517
199602,0.0250511719643203,0.00660000000000001,0.005863192,0.001383955,0.0109,0.05,0.0025,-3.82382329984469,-0.0011,-2.92926073777047,0.241877172,0.016127863
199603,0.0260468448446394,0.0064,0.003238342,0.001267631,0.0176,0.0483,0.011,-3.82317535758585,-0.0483,-2.93538820114958,0.237894737,0.016801369
199604,0.030778944257982,0.0068,0.005164622,0.001741716,0.0188,0.0496,0.008,-3.82356676519113,-0.021,-2.94248890658152,0.239299615,0.016891913
199605,0.0403946064092465,0.0069,0.003853565,0.000981838,0.0211,0.0495,5e-04,-3.83292498203505,-0.0165,-2.94734764904727,0.240075806,0.021121954
199606,0.0195956760044941,0.0068,0.001919386,0.001125291,0.0215,0.0502,0.0059,-3.85154608630755,-0.0054,-2.96153186649221,0.236923516,0.026419155
199607,-0.028760665602691,0.0069,0.00063857,0.000394804,0.0194,0.0509,-0.0031,-3.84984792844113,0.0203,-2.95544424797182,0.236443725,0.027216174
199608,0.037433032460056,0.00700000000000001,0.001914486,0.002355148,0.0192,0.0515,-8e-04,-3.79393270130785,0.0018,-2.89826374449532,0.241819894,0.031136864
199609,0.0722734042102486,0.0072,0.001910828,0.001121521,0.0221,0.0505,0.0069,-3.8035591336593,-0.0139,-2.90665321866266,0.238061118,0.030886106
199610,0.0433889266178009,0.0069,0.00317864,0.000686243,0.0195,0.0509,-0.0031,-3.84738991717149,0.029,-2.94926648925279,0.227297318,0.029580737
199611,0.0902987574140008,0.0068,0.003168568,0.000606645,0.0172,0.0499,-0.0043,-3.86785979563765,0.0404,-2.95009819117613,0.221747656,0.025655809
199612,-0.00641371060967837,0.0069,0.001895136,0.000703735,0.014,0.0503,-0.0088,-3.93336482094694,0.0351,-2.99655160993739,0.205007919,0.022067341
199701,0.0770127812298344,0.0069,0,0.001709085,0.0182,0.0491,0.007,-3.9063555899261,-0.0256,-2.95103519300464,0.20734273,0.024125687
199702,0.0211224677513297,0.0067,0.003152585,0.001360082,0.0186,0.0503,0.0051,-3.96229519989674,-0.0079,-2.99763445807408,0.196240103,0.024406933
199703,-0.0278625170839326,0.0063,0.003142678,0.001474791,0.0193,0.0501,0.0023,-3.96464025290087,5e-04,-2.99079518790412,0.194395411,0.022910927
199704,0.0740495081010179,0.0063,0.002506266,0.002001462,0.0209,0.0514,0.0031,-3.91754594224528,-0.0252,-2.93466023555848,0.214780202,0.021148543
199705,0.0725659804528936,0.00610000000000001,0.00125,0.003005081,0.0189,0.0516,-0.0071,-3.97205426624265,0.0255,-2.9888599925793,0.201741048,0.01694529
199706,0.0576320981204151,0.0062,-0.00062422,0.002007456,0.0196,0.0505,0.0031,-4.0267295433908,0.0097,-3.04322571199462,0.192878588,0.01326445
199707,0.0910255527220759,0.00609999999999999,0.001249219,0.001974463,0.0195,0.0493,-0.000799999999999999,-4.06701948348783,0.0195,-3.08321004402585,0.184287615,0.010846707
199708,-0.0455300695269737,0.00609999999999999,0.001247661,0.002010215,0.0132,0.0505,-0.0098,-4.13846895742606,0.0626,-3.15769227408559,0.171964943,0.011592659
199709,0.0658098807224655,0.00600000000000001,0.001869159,0.002464722,0.0158,0.0514,0.0077,-4.07554237045069,-0.0317,-3.09779135927405,0.185505404,0.012877263
199710,-0.0224247786409323,0.0055,0.002487562,0.002626494,0.0154,0.0495,-0.009,-4.12358735156845,0.0316,-3.14884191675247,0.177967857,0.014634266
199711,0.0575782506976145,0.0057,0.00248139,0.009363821,0.0126,0.0497,-0.015,-4.08494018947886,0.0341,-3.12133124798591,0.190000677,0.016262826
199712,0.0271635452317783,0.0055,-0.000618812,0.00266211,0.01,0.0514,-0.0047,-4.12501960372266,0.0148,-3.17258336952096,0.180746299,0.015667208
199801,0.021878030346701,0.00560000000000001,-0.00123839,0.002249374,0.0086,0.0516,-0.0021,-4.13709281543334,0.0184,-3.19588443306157,0.178800884,0.015559471
199802,0.0824635244040914,0.0058,0.001859888,0.002468843,0.0085,0.0504,-0.0063,-4.14409920163106,0.02,-3.20749512205013,0.178840273,0.013739636
199803,0.0609588251115951,0.0058,0.001856436,0.001053348,0.009,0.0509,0.0065,-4.20909457848641,-0.0072,-3.27708755582872,0.165463097,0.012056377
199804,0.0190756810289522,0.00600000000000001,0.001852996,0.001136786,0.0099,0.0503,0.0013,-4.25475943202999,0.0025,-3.32734228597963,0.181140396,0.016488861
199805,-0.00856409232867851,0.0064,0.001849568,0.001614764,0.0109,0.0495,0.0027,-4.25723128908091,0.0026,-3.34119465452739,0.175872922,0.016405366
199806,0.0499686303503538,0.00609999999999999,0.001846154,0.000958823,0.0092,0.05,-0.0015,-4.23170477800953,0.0182,-3.32702916830789,0.179102206,0.019075206
199807,-0.00148346627059567,0.00600000000000001,0.001228501,0.002097344,0.0078,0.0498,-0.0113,-4.2639065516278,0.0228,-3.37057326150803,0.178060606,0.024010577
199808,-0.135740092989698,0.00599999999999999,0.001226994,0.002228176,0.0088,0.0496,-0.0016,-4.24819992663295,-0.004,-3.36644464817897,0.179438109,0.025353565
199809,0.0746694896685328,0.00620000000000001,0.00122549,0.009333917,0.0057,0.049,-0.0376,-4.08660051493024,0.0465,-3.21647346047599,0.211432092,0.028519029
199810,0.0929893157484499,0.0069,0.00122399,0.009971017,0.0056,0.0461,0.0018,-4.14313570966652,0.0395,-3.2846704483514,0.203248404,0.024082909
199811,0.0707556329238934,0.0081,0.002444988,0.005171528,0.0144,0.0396,0.0028,-4.21929801906016,-0.0218,-3.36523573275968,0.185519077,0.020740089
199812,0.0665001643009425,0.0093,0,0.001936679,0.0094,0.0441,0.0173,-4.27566595762188,0.0097,-3.42602017726598,0.174846845,0.022003577
199901,0.0507593424436364,0.0101,-0.000609756,0.003286897,0.0103,0.0439,0.0042,-4.32944068345301,-0.0032,-3.48421792480604,0.173611315,0.020057029
199902,-0.0229882001541966,0.0105,0.002440513,0.003335614,0.0102,0.0434,0.000200000000000001,-4.36441513446929,0.0121,-3.51850471306635,0.170320619,0.015587699
199903,0.0477866131384145,0.00989999999999999,0.001217286,0.00348215,0.0143,0.0444,0.0119,-4.32641684386505,-0.052,-3.47981761183686,0.17127681,0.018446668
199904,0.0470377220731547,0.00910000000000001,0.003039514,0.003213587,0.0148,0.0444,0.001,-4.35931489216722,-8e-04,-3.51204308667769,0.172897171,0.020668122
199905,-0.0160454860825905,0.0084,0.007272727,0.002726626,0.0165,0.0429,-0.0045,-4.39657494647315,0.0021,-3.52661520435776,0.156825876,0.025181266
199906,0.0630807372875818,0.0079,0,0.003085649,0.0165,0.045,0.000899999999999998,-4.37131179894633,-0.0185,-3.47916058398417,0.160231135,0.025897435
199907,-0.0238099176594042,0.00789999999999999,0,0.002409247,0.017,0.0457,-0.0082,-4.42433827787127,-0.0078,-3.51048241449979,0.154227447,0.018868581
199908,0.00232913685308294,0.0076,0.003008424,0.001611178,0.0184,0.0455,-0.0036,-4.38786579405199,-0.0077,-3.45430173350738,0.158796473,0.019370442
199909,-0.0198412487896087,0.00750000000000001,0.00239952,0.002729849,0.0177,0.0472,0.0027,-4.37769947849779,-0.0053,-3.42496268219858,0.156243027,0.018880738
199910,0.0716336200080153,0.00810000000000001,0.004787552,0.002704943,0.0178,0.0468,9e-04,-4.3448607765894,0.0084,-3.37345017679519,0.163684498,0.020379679
199911,0.0277030094334839,0.0083,0.001786778,0.004875975,0.0165,0.0486,0.0059,-4.40450149156448,-0.0012,-3.40268866498163,0.157690661,0.020445237
199912,0.06547162979664,0.0079,0.00059453,0.001354267,0.0155,0.0507,0.0037,-4.42236395403697,-0.0061,-3.39110313464023,0.155545967,0.018280454
200001,-0.0436183832597279,0.0064,0,0.001148775,0.0162,0.052,0.0053,-4.47757778276345,-0.0155,-3.41777092485063,0.147167259,0.017888757
200002,-0.0123952089374867,0.0055,0.002970885,0.0052063,0.0134,0.0532,-0.0249,-4.42393805487803,0.0228,-3.34647069977415,0.15465416,0.025358781
200003,0.104297998409245,0.00610000000000001,0.005924171,0.003000466,0.0091,0.0555,-0.0172,-4.40222605618722,0.0264,-3.30746056304566,0.167056433,0.027418814
200004,-0.0242128958603456,0.0069,0.008244994,0.006678316,0.0049,0.0569,-0.0198,-4.49315885237504,0.0367,-3.38142851238302,0.149973562,0.01829139
200005,-0.0153885246909514,0.00760000000000001,0.000584112,0.007941747,0.0064,0.0566,-0.0039,-4.46303095241565,-0.0076,-3.34382314594361,0.152600418,0.011944946
200006,0.0316999398736415,0.0091,0.001167542,0.005185423,0.0061,0.0579,-0.0107,-4.44203163996069,-0.0054,-3.31537687960968,0.155668731,0.009178528
200007,-0.00972801900046201,0.0081,0.005247813,0.002359757,0.0053,0.0569,0.0082,-4.46683801602021,0.0244,-3.33278215532461,0.156777962,0.007124213
200008,0.0672194991576639,0.00700000000000001,0.002320186,0.002065433,0.0015,0.0596,6e-04,-4.45751130205706,0.0173,-3.30494350360864,0.155674151,0.004712234
200009,-0.04779894142587,0.00710000000000001,0,0.001039253,-0.0015,0.0609,-0.0105,-4.52364048316806,0.024,-3.35263503473157,0.146053064,0.004674638
200010,0.000828177135577795,0.0073,0.005208333,0.001599995,0.0012,0.06,0.0203,-4.47592744549047,-0.0157,-3.28655883824472,0.153789463,0.004468926
200011,-0.0737548017461926,0.0079,0.001727116,0.005568209,-0.0011,0.0611,-0.0142,-4.47251454400822,0.0187,-3.30483137214687,0.149300789,0.00374428
200012,0.0114396990684507,0.0083,0.000574713,0.003272414,-0.0041,0.0617,-0.0056,-4.39061583289461,0.0319,-3.24516420981715,0.157280893,0.001157452
200101,0.04149980963356,0.0081,-0.000574383,0.005299248,-0.0019,0.0577,0.0027,-4.39621473214083,0.0243,-3.27357610886987,0.151851504,-0.002261747
200102,-0.0843176113806205,0.0078,0.006321839,0.004941018,0.0047,0.0515,0.0354,-4.43638655972295,5e-04,-3.3384980189871,0.150449666,-0.003192591
200103,-0.0555138492625638,0.00770000000000001,0.003997716,0.00252841,0.00609999999999999,0.0488,-0.0064,-4.3457209769902,0.0191,-3.27352209481177,0.156070091,-0.006855721
200104,0.086605374706631,0.0086,0.002275313,0.007139595,0.0117,0.0442,0.0045,-4.28555992959366,-0.0074,-3.24006695198859,0.133113551,-0.005213444
200105,0.0145261245821674,0.0087,0.003972758,0.007426261,0.0206,0.0387,0.0185,-4.36557632078331,-0.0313,-3.37962943252425,0.122496901,-0.002543026
200106,-0.0153090270545134,0.00779999999999999,0.004522329,0.002536237,0.0232,0.0362,0.0095,-4.37669298373549,0.0037,-3.45486560730275,0.120510188,-0.000248286
200107,-0.00094335367361263,0.00789999999999999,0.001688239,0.001508358,0.0241,0.0349,-0.003,-4.35745394667858,0.0085,-3.50499647235237,0.125209433,0.005040755
200108,-0.0542256260494474,0.00839999999999999,-0.002808989,0.002899613,0.021,0.0351,-0.0015,-4.34555897911012,0.0376,-3.57411112133373,0.124966583,0.007913837
200109,-0.0706377923426687,0.0083,0,0.002221521,0.021,0.0336,-0.005,-4.27824678856576,0.0206,-3.59474885754802,0.132164144,0.009918321
200110,0.0310197969011109,0.0086,0.004507042,0.007167594,0.0278,0.0264,-0.0233,-4.19192834897953,0.0081,-3.60466433094248,0.148628588,0.008652734
200111,0.0883283357383075,0.0088,-0.003365115,0.003249773,0.029,0.0216,-0.00269999999999999,-4.2097829276045,0.0464,-3.66616112670555,0.1449014,0.010749274
200112,0.0198886353949791,0.0084,-0.001688239,0.002189358,0.0366,0.0187,0.0283,-4.28217832137242,-0.0471,-3.78418542136844,0.133481367,0.011161767
200201,-0.00326587688193252,0.0128,-0.003945885,0.001797958,0.0406,0.0169,0.0093,-4.28964101787342,-0.0183,-3.83944795750559,0.131217846,0.013464825
200202,-0.00814458132001159,0.0132,0.002263724,0.00218388,0.0404,0.0165,0.0037,-4.2741543231126,0.0138,-3.82361793541885,0.132560549,0.01119129
200203,0.0496527476233084,0.0138,0.003952569,0.002567843,0.0391,0.0172,0.0015,-4.25338551524349,0.0115,-3.80249536905122,0.130119086,0.012499021
200204,-0.049117384216015,0.013,0.005624297,0.002014821,0.0425,0.0179,0.0141,-4.28967535970315,-0.0436,-3.8384418331394,0.236833402,0.013759444
200205,0.00431728113286989,0.0127,0.005592841,0.002319778,0.0404,0.0171,-0.0157,-4.21976402446962,0.041,-3.74789893170268,0.247732313,0.015106854
200206,-0.0587339815276733,0.0134,0,0.00410161,0.0405,0.0173,0.0098,-4.20415675084955,0.0015,-3.7123358799951,0.248255614,0.02227734
200207,-0.0643705383619432,0.0132,0.000556174,0.003707947,0.0396,0.017,-0.0114,-4.12248974916263,0.0187,-3.61135243384407,0.266572502,0.027522771
200208,0.0209008408708081,0.0137,0.001111729,0.015342791,0.0376,0.0168,-0.0209,-4.04520030316094,0.0303,-3.48874940111177,0.282032195,0.028441026
200209,-0.0941659492052136,0.0121,0.003331483,0.009409291,0.0348,0.0162,-0.0012,-4.05509529942434,0.0464,-3.45486805976497,0.284411556,0.024747698
200210,0.104527336578719,0.0125,0.00166021,0.007366113,0.0317,0.0163,-0.0087,-3.94359723127916,0.0417,-3.30101405127394,0.324555156,0.029299296
200211,0.0739139555155582,0.0141,0.001657459,0.011589636,0.035,0.0158,0.0054,-4.02071200110743,-0.0294,-3.4114796972585,0.293437064,0.025670932
200212,-0.044264586459097,0.0131,0,0.004449075,0.0398,0.0123,0.0252,-4.0704647583317,-0.0122,-3.49532158538887,0.276975499,0.022907597
200301,-0.0100877229240679,0.0124,-0.002206288,0.002639538,0.0365,0.0119,-0.0146,-4.00251428130491,0.0507,-3.46226395286624,0.295385896,0.025735981
200302,0.000998266157187298,0.0118,0.004422333,0.005167574,0.0378,0.0117,0.0127,-3.97161100216909,-0.0106,-3.4020157601494,0.305942307,0.028288956
200303,0.0266459850143576,0.0111,0.007705008,0.00256412,0.0355,0.0117,-0.0065,-3.95136498849154,0.0329,-3.35343525059927,0.312251321,0.027918711
200304,0.0991494067385288,0.0106,0.006007646,0.006136118,0.0373,0.0113,0.0055,-3.95660125000923,-0.0135,-3.33128531664383,0.286117701,0.024098595
200305,0.0676502237162881,0.0111,-0.002171553,0.00306481,0.0368,0.0113,0.0127,-4.03574358833124,0.0102,-3.36375762185237,0.269654031,0.019966885
200306,0.027108927525238,0.0116,-0.001632209,0.00222832,0.0329,0.0107,-0.0121,-4.08659954141153,0.0592,-3.36992488093835,0.258375506,0.00644811
200307,0.0322453147156925,0.0122,0.001089918,0.001997701,0.036,0.0092,0.0011,-4.09908636939022,-0.0154,-3.33952723035394,0.254488337,0.001261884
200308,0.0337800542383537,0.0113,0.001088732,0.002046016,0.0452,0.009,0.0101,-4.10652781709034,-0.0982,-3.31746737687608,0.247643335,0.000271581
200309,0.00371019572352414,0.0113,0.003806417,0.000966056,0.0437,0.0095,0.0053,-4.11566932435239,0.0166,-3.29843853512777,0.242856073,0.002917018
200310,0.0711822292828471,0.0107,0.003250271,0.001869089,0.0396,0.0094,-0.00430000000000001,-4.09515817062003,0.0546,-3.25098312917146,0.246541783,0.007323402
200311,0.0227212649578684,0.0103,-0.001079914,0.001407613,0.0426,0.0092,0.008,-4.13273425911437,-0.0283,-3.22034495845093,0.233308967,0.007211426
200312,0.066394612023728,0.0101,-0.002702703,0.000919663,0.0426,0.0093,0.0079,-4.12415319721905,-0.0027,-3.14984168919136,0.233754152,0.010000789
200401,0.0324033458282406,0.0098,-0.001084011,0.0008937,0.0421,0.009,0,-4.15823576431668,0.0139,-3.12734348157944,0.218739865,0.006946316
200402,0.0273554105381303,0.009,0.004883342,0.000978793,0.0411,0.0088,0,-4.1631871528161,0.0187,-3.1224214271047,0.218027721,0.006886502
200403,-0.00151622144158878,0.00770000000000001,0.005399568,0.000610751,0.039,0.0093,-0.0052,-4.16329126891195,0.023,-3.11298332678403,0.21605322,0.009361322
200404,-0.00141528472033745,0.0078,0.006444683,0.00198125,0.038,0.0094,-0.0023,-4.13490908906866,0.0141,-3.07536957361718,0.281731466,0.012282038
200405,0.0281090212537799,0.00730000000000001,0.003201708,0.001230938,0.0437,0.0094,0.0054,-4.10734114292513,-0.0588,-3.03218193573181,0.285371867,0.01376628
200406,0.0337882485869757,0.0071,0.005851064,0.000977615,0.0437,0.0102,-0.002,-4.10883495120121,-0.0051,-3.01860857789197,0.286411574,0.016330083
200407,-0.0188205795378798,0.0077,0.003172924,0.00077077,0.0405,0.0127,-0.0028,-4.11625101033866,0.0121,-3.01149343097449,0.279631603,0.014491427
200408,0.0184119141453421,0.00799999999999999,-0.001581444,0.000777094,0.039,0.0133,0.0029,-4.07135628173222,0.0155,-2.9670300456074,0.28778831,0.014720671
200409,0.0256185281964873,0.0081,0.000527983,0.001442852,0.0345,0.0148,0,-4.06373757170001,0.0395,-2.95983435809431,0.286820616,0.014278697
200410,0.0301913149588236,0.0081,0.002110818,0.000705683,0.0323,0.0165,5e-04,-4.06325159483117,0.0096,-2.95976332152436,0.289485302,0.009132256
200411,0.0542160415899429,0.0074,0.005265929,0.001230469,0.0302,0.0176,0.001,-4.07232718671497,0.0154,-2.96918976899323,0.291009597,0.007428856
200412,0.0474224232751744,0.0068,0.000523835,0.000857426,0.0295,0.0207,0.0034,-4.10537792810308,-0.0234,-3.00258811459942,0.279831646,0.01217691
200501,-0.0106314958042543,0.0068,-0.003664922,0.00072785,0.0265,0.0219,0.000699999999999999,-4.13252548345119,0.025,-3.03008006780634,0.270619243,0.013001505
200502,0.0342051168781951,0.00659999999999999,0.002101944,0.000821405,0.0232,0.0233,-0.0023,-4.09357450146772,0.03,-2.99500112472079,0.278179856,0.013545496
200503,-0.00441168974050437,0.0062,0.005768222,0.000834444,0.0225,0.0254,0.0016,-4.09914169314853,-0.0128,-3.00435525375618,0.271041024,0.011758414
200504,-0.00487750992114188,0.0066,0.007820647,0.000859895,0.0214,0.0274,-0.0053,-4.06685012955681,-0.0072,-2.97576506944777,0.319856889,0.009097231
200505,0.0454411431100076,0.0072,0.006725298,0.001825894,0.0183,0.0278,-0.0046,-4.03506740503635,0.0373,-2.93876491396668,0.329624401,0.007935562
200506,0.0151218604225712,0.0086,-0.001027749,0.000859416,0.0156,0.0284,-0.000200000000000002,-4.05323564285948,0.0297,-2.95186277464736,0.320965505,0.004776613
200507,0.0512882522480035,0.009,0.000514403,0.000542119,0.0132,0.0297,-0.0026,-4.04188099268636,0.0167,-2.9355723911844,0.326979057,0.00536566
200508,0.00303197485562261,0.0089,0.004627249,0.000649908,0.0134,0.0322,0.0044,-4.06855732190815,-0.0288,-2.95413597550372,0.315734275,0.004480076
200509,0.0216475581099391,0.0087,0.005117707,0.000696723,0.0088,0.0344,-0.01,-4.04868608556067,0.0333,-2.92635433449112,0.320533125,0.005404939
200510,-0.00276203484141686,0.009,0.012219959,0.000659901,0.0122,0.0342,0.0028,-4.04709831295656,-0.0338,-2.91705078232764,0.31789151,0.006716401
200511,0.0502910139309838,0.0095,0.002012072,0.001817986,0.0113,0.0371,-0.000800000000000002,-4.01770023988192,-0.0196,-2.88244146295509,0.321808187,0.005749306
200512,0.0136329094684325,0.0097,-0.008032129,0.000539899,0.0093,0.0388,0.0023,-4.04090955103921,0.0076,-2.90058799470136,0.310914346,0.005767966
200601,0.0399217433311209,0.00950000000000001,-0.004048583,0.000432998,0.00720000000000001,0.0389,-0.0042,-4.0287171437256,0.0267,-2.88346617687216,0.313477957,0.003058886
200602,0.0147098698005552,0.00949999999999999,0.007621951,0.000975425,0.005,0.0424,0.0025,-4.04538031694382,-0.0118,-2.89514800447013,0.309226258,-0.00044574
200603,0.0251934959742917,0.00920000000000001,0.002017146,0.000648536,0.0014,0.0443,-0.011,-4.03741548352341,0.0238,-2.88231518907643,0.305610361,0.002038323
200604,0.0263258386355369,0.0088,0.005535984,0.000545251,0.0056,0.0451,0.0135,-4.04010704776467,-0.0539,-2.88023693836569,0.316009441,0.002151995
200605,-0.0174912758434158,0.0084,0.008508509,0.000599807,0.0072,0.046,0.0023,-4.04267983042818,-0.0247,-2.8840052700686,0.308841978,-0.003472518
200606,0.0145476097802308,0.00800000000000001,0.004962779,0.001355164,0.0063,0.0472,-0.003,-4.00185921369365,0.001,-2.84435622172237,0.314340308,-0.002656738
200607,0.0197181818480818,0.0089,0.001975309,0.002102816,0.0052,0.0479,-0.0053,-3.99261367719914,0.0092,-2.83626475918069,0.31485029,-0.002195489
200608,0.0357852182349149,0.00909999999999999,0.002957122,0.001451663,0.0023,0.0495,0.0038,-3.98835619864697,0.0199,-2.82324486576629,0.313852175,-0.00236312
200609,0.0389557352589927,0.0091,0.001965602,0.000469252,0,0.0496,0.0062,-4.00016736100261,0.0299,-2.8265247138281,0.308461799,-0.008473987
200610,0.0456510178717213,0.00919999999999999,-0.004904365,0.000513395,0.000300000000000002,0.0481,0.0013,-4.01527722072665,0.017,-2.8333331251564,0.300593284,-0.009493486
200611,0.0301435995094331,0.00909999999999999,-0.00542139,0.000450588,-0.0011,0.0492,0.005,-4.03545583401774,0.0077,-2.85195915447756,0.290599161,-0.00893474
200612,0.0263900210971117,0.0087,-0.00148662,0.000592195,-0.0027,0.0494,0.0039,-4.0410654924219,0.0207,-2.85604762857626,0.287241868,-0.015111029
200701,0.0273570253150084,0.009,0.001488834,0.000357531,0.000599999999999996,0.0485,0.000400000000000001,-4.04298922364779,-0.0236,-2.8564885381942,0.2816824,-0.015036779
200702,-0.00805446527618658,0.0094,0.003052527,0.000450484,0.000400000000000005,0.0498,0.0051,-4.04881368083207,-0.0102,-2.86376495109688,0.278144211,-0.013986664
200703,0.0238108947034562,0.00889999999999999,0.005350368,0.001476855,-0.0026,0.0503,-0.0048,-4.0186503779374,0.0335,-2.83503748585796,0.286148494,-0.015141024
200704,0.0570015551937735,0.00970000000000001,0.009105696,0.001587526,-0.000100000000000003,0.0494,-0.0086,-4.02057447071526,-0.0145,-2.83837139543705,0.269050014,-0.012486353
200705,0.0459597862670953,0.0092,0.006496163,0.000582146,0.000199999999999999,0.0487,0.0055,-4.05415575448872,0.0085,-2.87367828838057,0.254456169,-0.0089119
200706,-0.00471068429497811,0.0092,0.006110719,0.000696573,0.00369999999999999,0.0473,0.0022,-4.07746081123036,-0.02,-2.89868455840457,0.243911494,-0.010283118
200707,-0.0183870058040769,0.0091,0.001937975,0.001472436,0.006,0.0461,-0.0057,-4.05083751369961,-0.0091,-2.87373335038829,0.24789561,-0.011064006
200708,0.0270254768220894,0.00920000000000001,-0.000254377,0.002426262,0.0019,0.0482,-0.0316,-4.00809518980528,0.0284,-2.86634839265186,0.251584964,-0.015261855
200709,0.0509018126089319,0.0086,-0.001833902,0.005133964,0.0067,0.042,-0.0047,-4.01073893343812,0.0199,-2.90489801974822,0.248839851,-0.012197538
200710,0.0294622566390957,0.0085,0.002755907,0.001868477,0.01,0.0389,0.0123,-4.03587485305576,0.0012,-2.96651596685532,0.239207437,-0.013015004
200711,-0.0297010783867883,0.0082,0.002139191,0.001682878,0.009,0.039,-0.0067,-4.04131653047759,0.0155,-3.03533866047089,0.23861706,-0.0179548
200712,0.00739856533290332,0.0096,0.005939618,0.005636836,0.0118,0.0327,-0.0389,-3.9870834004215,0.0468,-3.04750113270142,0.248579692,-0.025158604
200801,-0.0442455002805171,0.0116,-0.000670863,0.00234533,0.015,0.03,0.0057,-3.96931442963749,-0.0029,-3.09951253106655,0.250582973,-0.040637294
200802,-0.0156678764889375,0.0121,0.004970577,0.004831786,0.0161,0.0275,-0.0196,-3.899372592549,0.0213,-3.06599488245784,0.262754422,-0.043179153
200803,0.0136114844727656,0.0129,0.002904112,0.003225642,0.0226,0.0212,-0.0089,-3.85721126182863,0.0018,-3.0611141594248,0.270979321,-0.049608215
200804,0.0672487942890583,0.0138,0.008668213,0.006337673,0.0306,0.0126,-0.0165,-3.84449790750182,0.0106,-3.0865952614563,0.254057567,-0.051831559
200805,0.0294989715325921,0.0142,0.006064778,0.00290373,0.0329,0.0129,0.0379,-3.88613042706899,-0.0288,-3.18411928716607,0.243014696,-0.048844729
200806,-0.0671579319479968,0.0136,0.008420886,0.001640653,0.0302,0.0173,-0.0113,-3.89195619903128,-0.0164,-3.2485594760176,0.246510612,-0.04546239
200807,0.0111099520012641,0.0139,0.010076997,0.003425241,0.0274,0.0186,-0.0281,-3.79730020306836,0.022,-3.21556101243449,0.274491388,-0.047376886
200808,0.0336206788878309,0.0149,0.005251011,0.004465847,0.0302,0.0163,-0.0084,-3.78574586323079,-0.0025,-3.24145641592659,0.273815655,-0.046931845
200809,-0.0697978713140574,0.0151,-0.003991562,0.003447847,0.0277,0.0172,-0.0121,-3.79621585491336,0.0242,-3.29070448266816,0.269889246,-0.046333437
200810,-0.145619204159727,0.0166,-0.001383019,0.023774669,0.033,0.0113,-0.0975,-3.69939443558996,0.0112,-3.23408921831185,0.287123548,-0.048922844
200811,-0.0456855550089979,0.026,-0.010101333,0.058088525,0.0411,0.0067,-0.0067,-3.51916869310583,-0.0383,-3.30384916276903,0.334099374,-0.055954167
200812,0.0394950013389271,0.0309,-0.019152895,0.036256881,0.0353,0.0019,-0.0269,-3.44680702261199,0.1443,-3.56990894997475,0.352867356,-0.052779575
200901,-0.0546474398007196,0.0338,-0.010342474,0.020090081,0.03,3e-04,0.0593,-3.46006807613736,0.0967,-4.1059813406228,0.354984225,-0.024498464
200902,-0.0765732114482434,0.0309,0.004352417,0.011971096,0.0381,0.0013,0.0175,-3.38389860576257,-0.1124,-4.21446450319393,0.38939314,-0.025056138
200903,0.122281620889741,0.0281,0.004972933,0.009961209,0.0371,0.003,-0.0252,-3.28100756237336,-0.0056,-4.34520200804808,0.441103055,-0.024927495
