"Time","y","x_dfy","x_infl","x_svar","x_tms","x_tbl","x_dfr","x_dp","x_ltr","x_ep","x_bmr","x_ntis"
200904,0.127290808012689,0.0292,0.002431749,0.020364379,0.0334,0.0021,-0.0659,-3.37670868639456,0.0641,-4.75623823517301,0.446140845,-0.037427388
200905,0.0830394931313803,0.03,0.002496368,0.00755104,0.0394,0.0016,0.0619,-3.48700563847227,-0.0649,-4.81491019448023,0.415597469,-0.030993037
200906,0.0279414350320884,0.0252,0.002888764,0.00638114,0.0414,0.0018,0.0737,-3.55967721772082,-0.0248,-4.83648233176135,0.399355084,-0.024348757
200907,0.101268081403965,0.0189,0.008589892,0.003472526,0.0411,0.0018,0.0267,-3.58127631730133,0.0083,-4.80739880054069,0.401876406,-0.022097491
200908,0.058235667494097,0.0168,-0.001585587,0.003771055,0.0412,0.0018,0.0546,-3.67509312365103,0.0019,-4.67739945748783,0.370125856,-0.013781643
200909,0.0590415072238049,0.0132,0.00224285,0.002177724,0.0398,0.0017,0.000400000000000001,-3.73090977767216,0.0231,-4.542775429003,0.357471557,-0.007921404
200910,0.00237664131380797,0.0118,0.000625481,0.001912629,0.0391,0.0012,0.0097,-3.78934536984337,0.0176,-4.43434213370493,0.349521431,-1.43322e-05
200911,0.0794677617039347,0.0114,0.000963101,0.003897966,0.0413,7e-04,0.0187,-3.79047149555578,-0.0171,-3.71052707365033,0.349505237,0.003197599
200912,0.0381200245318078,0.0113,0.000707753,0.002001319,0.0401,5e-04,-0.0164,-3.8677863497091,0.0208,-3.35729697269025,0.328149106,0.00753192
201001,-0.0170316563536903,0.0111,-0.001761198,0.000933435,0.0453,5e-04,0.0309,-3.90741521773321,-0.0584,-3.08546214161937,0.32553066,0.010594468
201002,0.0490664605585407,0.0099,0.003417474,0.001991703,0.0435,6e-04,-0.0168,-3.87722168763094,0.0264,-2.98468417699464,0.337194668,0.013409685
201003,0.0785281501164175,0.0099,0.000249207,0.002373245,0.043,0.0011,7e-04,-3.91287443933042,0.0032,-2.95344280520436,0.328771382,0.013932077
201004,0.0334277065294718,0.01,0.004106284,0.000633409,0.0443,0.0015,0.0224,-3.97760246104805,-0.0179,-2.95454606533374,0.38187817,0.026390108
201005,-0.0635431014561052,0.0096,0.001736885,0.001793835,0.0421,0.0016,0.0053,-3.99023351013128,0.0304,-2.93599960491267,0.376606129,0.026651121
201006,-0.0337539912001112,0.0109,0.000775197,0.008107843,0.0391,0.0016,-0.0488,-3.90268096415957,0.0437,-2.81833834231243,0.409002795,0.025719664
201007,0.0901604080228254,0.0135,-0.000976267,0.005591755,0.0364,0.0012,0.0073,-3.84528030527224,0.0446,-2.73181912016222,0.424176542,0.018775881
201008,-0.0273533537512411,0.0129,0.000211043,0.003348786,0.0361,0.0016,0.0146,-3.90702914115738,0.0024,-2.77496336227021,0.396133553,0.015556761
201009,0.108753273275614,0.0117,0.001380664,0.002704602,0.0311,0.0016,-0.0229,-3.85366851176146,0.0702,-2.70351521842354,0.413981619,0.011217719
201010,0.0564530193705044,0.0113,0.000581736,0.002337183,0.0326,0.0015,9e-04,-3.93287507909965,-0.0153,-2.76511583765397,0.384305783,0.003337509
201011,0.0167126243732617,0.0104,0.001245199,0.00108007,0.0354,0.0013,0.0114,-3.96347822065989,-0.0317,-2.77616151527112,0.372887286,0.007231642
201012,0.0844529676018438,0.0105,0.000420646,0.001737952,0.0366,0.0014,0.008,-3.95562210087071,-0.0137,-2.74933818872573,0.376694754,0.014798007
201101,0.0408043973535993,0.0108,0.001718441,0.000832136,0.04,0.0014,0.0352,-4.01335058560888,-0.0388,-2.78865165076582,0.358100317,0.012611849
201102,0.0498930072078589,0.0105,0.00476323,0.00086323,0.0417,0.0015,-0.000200000000000002,-4.02550098810468,-0.0196,-2.79412332470026,0.348632224,0.015367885
201103,0.0165068976022495,0.0093,0.004931365,0.001065533,0.0413,0.0013,0.0044,-4.04681884811543,0.0113,-2.80894018122083,0.339096574,0.015918108
201104,0.0463968231221197,0.009,0.009751072,0.002347264,0.0419,0.001,-0.0066,-4.03573402546533,-6e-04,-2.79152494717888,0.354269939,0.012476022
201105,0.00412705978982271,0.0086,0.00643943,0.00063653,0.041,6e-04,0.004,-4.05096961450831,0.0199,-2.80918214342139,0.340696801,0.0093802
201106,-0.000162801070472751,0.0082,0.004704188,0.000934204,0.0387,4e-04,-0.0098,-4.02467454865302,0.0355,-2.78525618748921,0.347222189,0.009116844
201107,-0.00283120305306528,0.0076,-0.001070967,0.002294747,0.0405,4e-04,-0.0031,-3.99370957521444,-0.0179,-2.7566037655679,0.351570039,0.011733553
201108,-0.0376220490443484,0.0083,0.000886046,0.00183074,0.0374,4e-04,0.0051,-3.96056364181311,0.0422,-2.72261037255302,0.359418903,0.012370561
201109,-0.0511030527775271,0.0099,0.002757589,0.019222216,0.0313,2e-04,-0.0622,-3.89078792420285,0.0862,-2.6520081110171,0.375812522,0.012726562
201110,0.130345671810645,0.0118,0.001518462,0.006915859,0.0264,1e-04,-0.0129,-3.80513901808049,0.0704,-2.56555055279739,0.399922847,0.013049302
201111,0.015694805712918,0.0139,-0.002062683,0.007400855,0.0289,2e-04,0.04,-3.89111098299029,-0.0306,-2.6679721200158,0.365077905,0.007892508
201112,0.0297242894719958,0.0127,-0.000843561,0.007679603,0.0272,1e-04,-0.0607,-3.86997125476138,0.0251,-2.66301562536784,0.362329898,-0.004340313
201201,0.0648412054707381,0.0132,-0.002466516,0.002764092,0.0254,1e-04,0.0242,-3.86264988991864,0.027,-2.67162718087465,0.357232541,-0.006497331
201202,0.0611955867449958,0.0138,0.004400191,0.000648134,0.0246,3e-04,0.0192,-3.89367303553447,2e-04,-2.70821022487751,0.345487303,-0.013062132
201203,0.051361226641673,0.0129,0.004402974,0.0006237,0.0263,9e-04,0.0253,-3.92195367593917,-0.0196,-2.74195730768678,0.336973935,-0.014466313
201204,0.0121516965217577,0.0124,0.007594559,0.00115527,0.0289,8e-04,-9.99999999999994e-05,-3.94143307576861,-0.0302,-2.76680486053107,0.346181967,-0.01377505
201205,-0.0427224098911347,0.0123,0.00302103,0.001627545,0.026,8e-04,-0.0158,-3.92219322439467,0.0409,-2.76161638307947,0.346140311,-0.012414026
201206,0.0611677974250762,0.0127,-0.001173479,0.001496091,0.0212,9e-04,-0.0299,-3.8459119289244,0.0643,-2.69925874114204,0.36904736,-0.015270754
201207,0.033698904680801,0.0138,-0.001466397,0.003437228,0.0224,9e-04,0.02,-3.87325868528687,-0.0136,-2.74039964401702,0.355103885,-0.019043064
201208,0.0408090761361687,0.0147,-0.001629786,0.00155284,0.0206,0.001,0.0365,-3.87094120647885,0.0247,-2.75831643818156,0.351593705,-0.020320773
201209,0.0451729365072952,0.0143,0.005565158,0.000727127,0.0213,0.001,-0.0025,-3.87588885753753,-0.0068,-2.78331533008901,0.349387052,-0.019782956
201210,0.00103301949986453,0.0135,0.004462212,0.001044635,0.0224,0.0011,0.002,-3.88542709572756,-0.0146,-2.81271914820185,0.340382954,-0.017424901
201211,0.0244826301979445,0.0111,-0.000388925,0.000925533,0.0228,0.001,0.022,-3.84694622524357,-0.0014,-2.79269316258203,0.349237122,-0.015713137
201212,0.0290325305260828,0.0101,-0.004738087,0.001902649,0.0219,9e-04,-0.0236,-3.83163164146264,0.0144,-2.79549651723322,0.351137531,-0.012093926
201301,0.0725396335691597,0.0098,-0.002693065,0.001035707,0.0239,7e-04,0.014,-3.82084166066853,-0.0202,-2.80250181773802,0.349032443,-0.011549118
201302,0.0323031019084047,0.0093,0.002957304,0.000906801,0.0284,7e-04,0.0019,-3.86085203931326,-0.0332,-2.84712446320852,0.329984027,-0.008016734
201303,0.0571882509837061,0.0095,0.00819003,0.001242743,0.0275,0.001,-0.0021,-3.86275132160863,0.0114,-2.85357121169262,0.325431232,-0.008864249
201304,0.0387949833990784,0.0092,0.002614509,0.00048452,0.0278,9e-04,0.0044,-3.88908816369263,-0.0062,-2.88439294226298,0.346129997,-0.00891064
201305,0.0413449801886616,0.0086,-0.00103964,0.001682747,0.0258,6e-04,-0.0029,-3.89510045803927,0.0378,-2.89004043450906,0.340036254,-0.008004859
201306,0.00540018641843578,0.0084,0.001780408,0.001015556,0.0305,4e-04,0.0093,-3.90387898892426,-0.0629,-2.89846171721976,0.333832598,-0.004704681
201307,0.0704083347859651,0.0092,0.002399708,0.002247674,0.0325,5e-04,-0.0086,-3.87713135296744,-0.0285,-2.87136632054779,0.338444358,0.000118709
201308,-0.0111140574113292,0.0098,0.000393998,0.000502065,0.034,4e-04,0.0204,-3.91407466580984,-0.0173,-2.90718762365562,0.325562565,0.008360606
201309,0.0508177737496708,0.0088,0.001202932,0.000950425,0.0347,4e-04,5e-04,-3.8710689902532,-0.0079,-2.86308616339697,0.340713327,0.010332116
201310,0.0651720139157325,0.0083,0.001163005,0.000622222,0.0347,2e-04,-0.0047,-3.88930133604733,0.0061,-2.88024804006033,0.333521485,0.010118701
201311,0.0478588588930511,0.0078,-0.002575283,0.001438369,0.0337,5e-04,0.0083,-3.92724756194198,0.0128,-2.90349482466521,0.324594825,0.009622818
201312,0.0429402871841445,0.0075,-0.002042424,0.000644399,0.0354,7e-04,0.015,-3.94926208592457,-0.0236,-2.91118108176133,0.313685278,0.010324775
201401,-0.0164286719037417,0.0076,-8.58115e-05,0.000745517,0.0371,7e-04,0.0209,-3.96693457448995,-0.0207,-2.9148858497736,0.304408126,0.012143942
201402,0.0632090385338188,0.007,0.003720248,0.001303588,0.0338,4e-04,-0.0217,-3.91900065833438,0.0548,-2.87649411381051,0.321429277,0.013765217
201403,0.0264151765306945,0.0065,0.003697909,0.001253565,0.0334,5e-04,0.0094,-3.94964688722839,0.0074,-2.91655280724585,0.309163072,0.016576162
201404,0.0257549376715768,0.0068,0.006440044,0.000869033,0.0332,5e-04,-1e-04,-3.94512024488683,0.0063,-2.92131000007731,0.350616066,0.01641638
201405,0.0406679051991825,0.0066,0.003296755,0.001362693,0.0323,3e-04,-0.0021,-3.94074985998347,0.0181,-2.920016437654,0.348011319,0.016623265
201406,0.0384912948320051,0.00600000000000001,0.00349261,0.000555204,0.0306,3e-04,-0.0091,-3.95112020588005,0.0279,-2.9334098635961,0.345173256,0.013985265
201407,0.00417910143197485,0.0055,0.001862127,0.000282,0.0309,4e-04,0.0045,-3.95966256383489,-0.0025,-2.94492373364779,0.342928459,0.013885436
201408,0.0574014720278452,0.0057,-0.000390194,0.000949122,0.0307,3e-04,-0.0033,-3.9345839174912,0.0057,-2.92059033219462,0.348379852,0.008437173
201409,0.00370106370765264,0.00609999999999999,-0.001670514,0.000546202,0.0284,3e-04,-0.0013,-3.9617603977528,0.0369,-2.94849903271962,0.337476204,0.00673899
201410,0.0428794954088902,0.0069,0.000752569,0.000721023,0.0298,2e-04,-0.0101,-3.93643261145786,-0.017,-2.92388891877015,0.338576181,0.007991443
201411,0.0439221030202423,0.0077,-0.002512278,0.002943998,0.028,2e-04,-0.0075,-3.95118841920117,0.03,-2.95837438267079,0.331808365,0.008032292
201412,0.0148886126642033,0.0087,-0.005399418,0.000150254,0.0262,2e-04,-0.0113,-3.9673116812683,0.0286,-2.99429489658187,0.323661786,0.00689158
201501,-0.0116627325270776,0.00949999999999999,-0.005670101,0.001992839,0.0243,3e-04,-0.0107,-3.95506801153143,0.029,-3.00191971869185,0.323755672,0.005625039
201502,0.0751192236552564,0.0099,-0.004705892,0.002226629,0.0197,3e-04,-0.011,-3.9120781450693,0.0709,-2.98040662708137,0.336168763,0.000190918
201503,0.00199410786410068,0.009,0.004343045,0.00081354,0.0236,2e-04,0.0203,-3.95418975023928,-0.0523,-3.04396664067479,0.318227291,-0.003766674
201504,0.0284049925286163,0.009,0.005951722,0.001720375,0.0227,3e-04,-0.0079,-3.92544020969074,0.0137,-3.03664212315694,0.307454045,-0.006889459
201505,0.0303571788195691,0.0096,0.002032873,0.000574343,0.0247,2e-04,0.0027,-3.92631299875465,-0.025,-3.05981038983589,0.30634421,-0.007074768
201506,-0.00120433332226107,0.0091,0.005097232,0.000886995,0.026,2e-04,-0.0045,-3.92919541047313,-0.0159,-3.08514856338563,0.303449953,-0.008078391
201507,0.0400987344349065,0.0094,0.00350287,0.001052158,0.0283,2e-04,-0.0022,-3.90046201588738,-0.0298,-3.07904075791454,0.310186833,-0.008725336
201508,-0.042496435090121,0.0105,6.70472e-05,0.001159779,0.026,3e-04,-0.009,-3.91389514617375,0.0329,-3.11362974936552,0.308953265,-0.008701689
201509,-0.00488778914703531,0.0115,-0.001416276,0.005846949,0.0257,7e-04,-0.0079,-3.8431886851151,0.0012,-3.06427288351745,0.330670987,-0.010170348
201510,0.105275907147284,0.0127,-0.001556757,0.004053491,0.0251,2e-04,-0.0041,-3.81034733802264,0.0174,-3.05297984438706,0.335611955,-0.013647476
201511,0.0212302823945828,0.0139,-0.000449684,0.001618907,0.0257,2e-04,0.0073,-3.88320957573899,-0.0053,-3.14800097272518,0.309413628,-0.016841721
201512,0.00322526300169525,0.014,-0.00211068,0.001118759,0.0253,0.0012,0.0085,-3.87690400577977,-0.0065,-3.16404424388833,0.308429158,-0.018447403
201601,-0.0295281582536578,0.0149,-0.003417096,0.002838486,0.0245,0.0023,0.0022,-3.85245399629473,-0.0022,-3.16214342206667,0.313648814,-0.022261833
201602,0.0182015064113856,0.0145,0.001653102,0.004301314,0.021,0.0026,-0.0409,-3.79664347527485,0.0476,-3.11042254180813,0.33191063,-0.020954662
201603,0.0884985186232736,0.0138,0.000823077,0.002601544,0.0186,0.0031,-0.0062,-3.78877765168268,0.0294,-3.10663252233357,0.330901825,-0.024726502
201604,0.0239955704593851,0.0131,0.004306,0.001274157,0.0189,0.0029,0.0426,-3.84896984582963,-3e-04,-3.1708845085871,0.327954791,-0.023715134
201605,0.036657473648289,0.0117,0.004741068,0.000817764,0.02,0.0023,0.0199,-3.84723787982851,-0.0053,-3.17173095772521,0.326320889,-0.024215916
201606,0.021913041290164,0.0103,0.004045791,0.000995569,0.0192,0.0027,-0.0066,-3.85804037173637,0.0082,-3.18509350107291,0.326072119,-0.027053686
201607,0.0566825657602716,0.0103,0.003284366,0.002864409,0.0152,0.0027,-0.0213,-3.85456195984763,0.059,-3.18416146378014,0.323475362,-0.028684678
201608,0.0192088808732999,0.0094,-0.001618136,0.000477664,0.0145,0.003,0.0164,-3.8853193459788,0.0081,-3.21086489005452,0.314661159,-0.031674661
201609,0.019305628141234,0.0092,0.00091843,0.000279163,0.0156,0.003,0.0156,-3.8798842170371,-0.014,-3.20142493690878,0.315197425,-0.030781761
201610,0.00124388999507394,0.009,0.002403996,0.001673113,0.0167,0.0029,0.000499999999999999,-3.87445145569107,-0.0124,-3.19203779881807,0.316793887,-0.032603227
201611,0.0554631590574706,0.0087,0.001246749,0.000364052,0.0187,0.0033,0.0051,-3.84984997180639,-0.0314,-3.15219810531216,0.319687782,-0.029033999
201612,0.0386850414208891,0.0085,-0.001555461,0.000946372,0.0222,0.0045,0.00890000000000001,-3.87849566553158,-0.0599,-3.16597953909927,0.303285786,-0.02745248
201701,0.0379986631672135,0.00770000000000001,0.000327321,0.000524022,0.0221,0.0051,0.0116,-3.89159726004634,-0.0057,-3.16457989185869,0.293479097,-0.025103574
201702,0.0570518872340233,0.0074,0.005827728,0.000335571,0.0227,0.0051,-0.0064,-3.90436220951423,0.0043,-3.16227235992858,0.29197965,-0.022657606
201703,0.0189341077078286,0.0069,0.003146117,0.000223913,0.0218,0.0052,0.0075,-3.93594845200787,0.0137,-3.17915409526413,0.278677833,-0.018708852
201704,0.0283403176176569,0.0067,0.000812798,0.000575304,0.02,0.0074,-0.0022,-3.93064869979445,-0.004,-3.15950278762535,0.281598889,-0.016198861
201705,0.0306644195052493,0.007,0.002965533,0.000390547,0.0185,0.008,0.0031,-3.93370378995571,0.0145,-3.15623209379041,0.277870026,-0.015574558
201706,0.0237923351647849,0.007,0.000854722,0.000503099,0.0167,0.0089,0.0068,-3.93925418449728,0.0158,-3.15556996203476,0.276968767,-0.01018614
201707,0.0382647618267315,0.0069,0.000907111,0.00044756,0.016,0.0098,0.0118,-3.9381345642569,-0.001,-3.14834772987792,0.272545228,-0.009784006
201708,0.0190190786024459,0.0069,-0.000689923,0.000258844,0.0155,0.0107,0.0087,-3.95058652454957,-0.0027,-3.157753649742,0.265803679,-0.013163551
201709,0.0378935591277262,0.0068,0.002994452,0.000753376,0.0141,0.0101,-0.0136,-3.94446352750136,0.0289,-3.14863625108387,0.265113614,-0.012212825
201710,0.0405101675540648,0.0067,0.005294906,0.000257247,0.0156,0.0103,0.0168,-3.95695940601676,-0.0205,-3.15818396134395,0.259706167,-0.01108518
201711,0.0218228899776926,0.00720000000000001,-0.000632042,0.000218153,0.0154,0.0107,0.0089,-3.97366685429985,-0.0013,-3.17145141118415,0.248906199,-0.012378069
201712,0.0523733346096887,0.007,2.43247e-05,0.000355337,0.0137,0.0123,-0.0016,-3.97217116388451,0.0036,-3.16656011766721,0.239727101,-0.012192513
201801,0.0735147030976229,0.0071,-0.000587832,0.000244113,0.0122,0.0132,0.0154,-4.00075331892475,0.0102,-3.19179603688235,0.235393343,-0.019878875
201802,-0.0224655638469826,0.0071,0.005447746,0.000774262,0.0143,0.0141,0.0072,-4.04814138347585,-0.0315,-3.22972753428603,0.222519149,-0.019043602
201803,-0.009658542946375,0.0069,0.00453469,0.005361663,0.0144,0.0157,-0.0089,-4.00119837696242,-0.0224,-3.17354977829236,0.232478066,-0.018319798
201804,0.0203786887047139,0.0077,0.002261126,0.00324674,0.0115,0.017,-0.0135,-3.96678068367851,0.0259,-3.13011277284112,0.259537164,-0.018221349
201805,0.039340844270107,0.0082,0.003975092,0.002362669,0.0124,0.0176,-0.0023,-3.96293575451851,-0.0177,-3.11270343743623,0.258892272,-0.018605663
201806,0.0222918860937262,0.0083,0.004158917,0.000922712,0.0103,0.0186,-0.0024,-3.97779666983623,0.0164,-3.11435504185994,0.256212885,-0.018933503
201807,0.0533459329695983,0.0087,0.001593876,0.000622866,0.0101,0.019,-0.0131,-3.97615229639697,7e-04,-3.09983996360387,0.257737511,-0.022101276
201808,0.047089233356875,0.0092,6.74633e-05,0.000654429,0.0106,0.0196,0.0232,-4.00276155901507,-0.0131,-3.11392879316122,0.246138345,-0.017095922
201809,0.0208339011791949,0.0089,0.000555542,0.000471274,0.009,0.0203,-0.0094,-4.02387548620206,0.0152,-3.12288895614057,0.240928025,-0.02145123
201810,-0.0531790228206613,0.009,0.001162025,0.000230074,0.0121,0.0213,0.0398,-4.01953333224052,-0.0518,-3.10674516387823,0.23643433,-0.020834449
201811,0.0357083480548593,0.0093,0.001766764,0.004577602,0.0127,0.0225,-0.0119,-3.938669824392,-0.0204,-3.0297157202708,0.249072805,-0.021216895
201812,-0.074202366953789,0.01,-0.003349349,0.002837642,0.0084,0.0233,-0.0434,-3.94751467833458,0.0505,-3.04234404067988,0.244950275,-0.024593067
201901,0.0981851865399892,0.0111,-0.003193963,0.006793103,0.0047,0.0237,-0.0111,-3.84247208582424,0.0481,-2.94103015194961,0.268166907,-0.019227909
201902,0.0481001795023542,0.0119,0.001906597,0.003011395,0.0034,0.0237,0.0197,-3.91086986706422,0.008,-3.01174906556308,0.250229416,-0.019304705
201903,0.0357556998399119,0.0116,0.004227053,0.000532403,0.0029,0.0239,0.0017,-3.93287279976237,-0.0091,-3.03604727203431,0.24138188,-0.023159336
201904,0.0567319366059712,0.0107,0.005641358,0.001107068,0.0017,0.024,0.0038,-3.94340029966721,0.0447,-3.04883953299229,0.243716706,-0.023231494
201905,-0.0489683914293522,0.0101,0.005295002,0.000374438,0.0015,0.0238,0.0037,-3.97506561460322,-0.0126,-3.08521979347716,0.237629216,-0.021699695
201906,0.0875082828842422,0.0096,0.002128759,0.001831636,5e-04,0.0235,-0.0154,-3.90017512477127,0.053,-3.01500283019113,0.254654139,-0.020358318
201907,0.0304219104075539,0.0104,0.000199147,0.001064814,-0.001,0.0217,0.0233,-3.96003222461451,0.0104,-3.07949053957429,0.237566229,-0.012538347
201908,-0.000619383158501788,0.0099,0.001670942,0.000593538,-0.000400000000000001,0.021,0.006,-3.96630908925901,0.0024,-3.09839059904804,0.235228894,-0.012604296
201909,0.0349352484516551,0.0089,-5.06682e-05,0.004317881,-0.0032,0.0195,-0.00589999999999999,-3.94132958932052,0.0797,-3.08602509343849,0.239335892,-0.010142435
201910,0.038269427456691,0.0088,0.000783449,0.000605425,-0.0019,0.0189,0.000199999999999999,-3.95168927157684,-0.0192,-3.108987055238,0.234769562,-0.010838109
201911,0.051909234153445,0.0091,0.002286191,0.001510308,6e-04,0.0165,0.0058,-3.96598369584006,-0.0052,-3.11286861755854,0.233646327,-0.01315741
201912,0.0457329570040126,0.0088,-0.000536243,0.000306363,0.0027,0.0154,0.0073,-3.99356756620678,-0.0059,-3.13026749637981,0.225273965,-0.007796238
202001,0.0152378105737302,0.0087,-0.00090977,0.000502373,0.0032,0.0154,0.0164,-4.01589616709858,-0.0253,-3.14262934876114,0.221429501,-0.007199156
202002,-0.0669766126025663,0.0083,0.00387977,0.001119022,0.0024,0.0152,-0.0113,-4.00662610746018,0.0632,-3.19789241652373,0.223642619,-0.007693692
202003,-0.106150638294271,0.0083,0.002740618,0.004776639,-0.000200000000000001,0.0152,-0.0308,-3.91118557158089,0.0588,-3.17035923740638,0.248697825,-0.005560164
202004,0.14990961815994,0.0127,-0.002176451,0.073153143,0.0058,0.0029,-0.0976,-3.76999214928507,0.0625,-3.10089118718428,0.302151796,-0.007700294
202005,0.0656626499387726,0.017,-0.006686942,0.01430754,0.0052,0.0014,0.0265,-3.88883752042385,0.0082,-3.27055176320354,0.272011232,-0.01053806
202006,0.0378933105434517,0.0145,1.95016e-05,0.004072031,0.0054,0.0013,0.0181,-3.93255049306421,-0.0097,-3.36773609231107,0.260894323,-0.014966918
202007,0.0741627352603842,0.012,0.005472047,0.007208551,0.0057,0.0016,0.0123,-3.95019700970283,0.0023,-3.44181054655881,0.256550579,-0.016845022
202008,0.0880406418457623,0.0117,0.005058244,0.001607946,0.0049,0.0013,0.0323,-4.00849248152577,0.0287,-3.49884622175752,0.250576249,-0.011998152
202009,-0.0225148096881752,0.0102,0.003153211,0.000743392,0.0055,0.001,-0.0139,-4.0808920820761,-0.0349,-3.56997479790205,0.232933438,-0.008503885
202010,-0.0103228912239432,0.0105,0.001392747,0.004907442,0.0057,0.0011,-0.0039,-4.04557648741774,0.008,-3.53337885112917,0.238369477,-0.005698078
202011,0.125326493397078,0.0109,0.000414938,0.003661105,0.0069,0.001,0.0048,-4.02076814891783,-0.0238,-3.51930046479734,0.249883377,-0.001895113
202012,0.0531132818943246,0.01,-0.000610627,0.002492033,0.0078,9e-04,0.0416,-4.12617251866991,0.0093,-3.63562339176148,0.223434992,-0.005261819
202101,0.00432199080421814,0.009,0.000941479,0.000678177,0.0084,9e-04,0.0115,-4.16589008614112,-0.0115,-3.68645167144307,0.216369517,-9.78825e-05
202102,0.0416662628155424,0.0079,0.004253784,0.002077588,0.01,8e-04,-0.0027,-4.15838867643548,-0.0304,-3.56134448156188,0.220871602,0.002697343
202103,0.0575609461711031,0.0072,0.005474383,0.001501268,0.0122,4e-04,0.0179,-4.18785873567092,-0.0581,-3.48485253897455,0.214089942,0.007013703
202104,0.0669514132029833,0.007,0.007083273,0.002473191,0.0158,3e-04,-0.000800000000000002,-4.23314680778636,-0.0322,-3.43365752405826,0.193470813,0.015718343
202105,0.0193074665703618,0.007,0.008218909,0.001059284,0.0162,2e-04,-0.0016,-4.28290552517865,0.0238,-3.40829445035918,0.188368873,0.02005424
202106,0.0359778883045402,0.0066,0.008017105,0.001496482,0.016,2e-04,0.0044,-4.28704021647614,1e-04,-3.34273945805652,0.184797826,0.017464303
202107,0.0363206980802793,0.0065,0.009290663,0.000607378,0.0148,4e-04,0.0158,-4.30767602595696,0.0284,-3.29839510934214,0.184942119,0.01725459
202108,0.0423663901566688,0.0067,0.004810524,0.001123992,0.0127,5e-04,-0.0066,-4.32219628512057,0.0305,-3.28660802687222,0.182650106,0.016079031
202109,-0.0344675059920225,0.0069,0.002065911,0.000602092,0.0123,5e-04,-0.001,-4.34286613269857,-0.0035,-3.28204264974864,0.180453495,0.014845666
202110,0.0829882949432855,0.007,0.002715971,0.001393442,0.0133,4e-04,0.0056,-4.28628052798949,-0.025,-3.20122422680661,0.188541023,0.015597884
202111,0.00459803208972222,0.0067,0.008308119,0.001151121,0.0153,5e-04,0.0108,-4.3467311068074,0.0051,-3.22620494639945,0.178141979,0.013368228
202112,0.0568375520035035,0.0066,0.004913428,0.001326667,0.0151,5e-04,-0.0116,-4.33199728740634,0.021,-3.1776422662673,0.185042893,0.015639778
202201,-0.0398030708030331,0.0065,0.003072517,0.002518415,0.0141,6e-04,-0.0019,-4.36835933392238,-0.011,-3.1816901750611,0.175598949,0.012974421
202202,-0.0177529426094276,0.0065,0.008414574,0.00278006,0.0161,0.0015,-0.0295,-4.30569776587889,-0.0227,-3.12760481160617,0.181629077,0.011640433
202203,0.0498412479065196,0.0072,0.009133979,0.003676328,0.016,0.0033,-0.01,-4.26526562574778,-0.0169,-3.09567430634044,0.188270221,0.008487009
202204,-0.0742272373470524,0.0086,0.01335138,0.00474681,0.0169,0.0044,0.0175,-4.29191732513376,-0.0526,-3.13075534020488,0.206653235,-0.00112206
202205,0.0150818157373601,0.009,0.005582531,0.004926537,0.0199,0.0076,0.0226,-4.18888513169546,-0.0773,-3.04824901470474,0.217313508,-0.005662875
202206,-0.0690267648827802,0.0099,0.011023524,0.007760031,0.0192,0.0098,0.0292,-4.17809292824079,-0.0199,-3.05795658543127,0.217228467,-0.003371694
202207,0.107343359629931,0.0103,0.013736076,0.007203426,0.0165,0.0149,-0.0192,-4.07971227065865,-0.0088,-2.9800529344957,0.232860863,-0.004815212
202208,-0.0286286689932992,0.0115,-0.000118119,0.003187742,0.0067,0.0223,0.0054,-4.16017438301519,0.027,-3.07627591896752,0.21818739,-0.006120552
202209,-0.0787785259809311,0.0108,-0.000354399,0.003348922,0.0027,0.0263,0.0128,-4.11011324327854,-0.0421,-3.04201213983188,0.227429242,-0.009731794
202210,0.0959319848304783,0.011,0.002150785,0.004933692,0.0039,0.0313,0.0243,-4.00541443885407,-0.0769,-2.95315034804044,0.249478363,-0.01129195
202211,0.068002806901456,0.0116,0.004056494,0.006503956,0.00260000000000001,0.0372,0.0036,-4.07409477932321,-0.0139,-3.05584949954347,0.218935146,-0.015252475
202212,-0.0458638114060747,0.0117,-0.001010026,0.006342743,-0.00260000000000001,0.0415,0.025,-4.11836291056061,0.0268,-3.13475820768074,0.207182447,-0.017011396
